priority,name,lifeDates,artworkCount,slug,status,note,imageUrl,imagePageUrl,imageSource,sourceUrl,license,imageType,imageStatus,imageNotes,commonsSearchUrl,wikidataSearchUrl,mnavSearchUrl,wikidataId
271,Glauco Telis,1926-,3,glauco-telis,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42386383,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Glauco%20Telis%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Glauco%20Telis&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Glauco%20Telis,Q42386383
272,Hermenegildo Sábat (Menchi),1933-2018,3,hermenegildo-sabat-menchi,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Hermenegildo%20S%C3%A1bat%20%28Menchi%29%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Hermenegildo%20S%C3%A1bat%20%28Menchi%29&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Hermenegildo%20S%C3%A1bat%20%28Menchi%29,
273,Honoré Daumier,1808-1879,3,honore-daumier,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Honore_Daumier-Nadar.jpg,https://commons.wikimedia.org/wiki/File:Honore_Daumier-Nadar.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q187506,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Honor%C3%A9%20Daumier%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Honor%C3%A9%20Daumier&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Honor%C3%A9%20Daumier,Q187506
274,Horacio Espondaburu,1855-1902,3,horacio-espondaburu,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q476899,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Horacio%20Espondaburu%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Horacio%20Espondaburu&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Horacio%20Espondaburu,Q476899
275,Hugo Sartore,1934-2014,3,hugo-sartore,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42405527,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Hugo%20Sartore%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Hugo%20Sartore&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Hugo%20Sartore,Q42405527
276,Jaime Jorge Aldao,1926-,3,jaime-jorge-aldao,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42386435,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Jaime%20Jorge%20Aldao%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Jaime%20Jorge%20Aldao&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Jaime%20Jorge%20Aldao,Q42386435
277,Jaime Nowinski,1934-2022,3,jaime-nowinski,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42387617,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Jaime%20Nowinski%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Jaime%20Nowinski&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Jaime%20Nowinski,Q42387617
278,Javier Bassi,1964-,3,javier-bassi,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42393007,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Javier%20Bassi%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Javier%20Bassi&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Javier%20Bassi,Q42393007
279,José Cziffery,1902-1962,3,jose-cziffery,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q23705205,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Jos%C3%A9%20Cziffery%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Jos%C3%A9%20Cziffery&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Jos%C3%A9%20Cziffery,Q23705205
280,José Erman,1936-,3,jose-erman,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42387964,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Jos%C3%A9%20Erman%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Jos%C3%A9%20Erman&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Jos%C3%A9%20Erman,Q42387964
281,José Guerrero,1914-1991,3,jose-guerrero,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q96384761,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Jos%C3%A9%20Guerrero%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Jos%C3%A9%20Guerrero&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Jos%C3%A9%20Guerrero,Q96384761
282,Juan D'Aniello,1891-1972,3,juan-d-aniello,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42382734,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Juan%20D%27Aniello%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Juan%20D%27Aniello&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Juan%20D%27Aniello,Q42382734
283,Juan Storm,1927-1995,3,juan-storm,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42405510,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Juan%20Storm%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Juan%20Storm&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Juan%20Storm,Q42405510
284,Julio Romero De Torres,1880-1930,3,julio-romero-de-torres,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Julio_Romero_de_Torres.jpg,https://commons.wikimedia.org/wiki/File:Julio_Romero_de_Torres.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q1712402,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Julio%20Romero%20De%20Torres%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Julio%20Romero%20De%20Torres&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Julio%20Romero%20De%20Torres,Q1712402
285,K.R.H. Sonderborg,1923-2008,3,k-r-h-sonderborg,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Sonderborg_1962_hg.jpg,https://commons.wikimedia.org/wiki/File:Sonderborg_1962_hg.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q1718197,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=K.R.H.%20Sonderborg%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=K.R.H.%20Sonderborg&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=K.R.H.%20Sonderborg,Q1718197
286,Konrad Klapheck,1935-,3,konrad-klapheck,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Konrad_Klapheck_by_Lothar_Wolleh_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Konrad_Klapheck_by_Lothar_Wolleh_%28cropped%29.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q315875,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Konrad%20Klapheck%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Konrad%20Klapheck&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Konrad%20Klapheck,Q315875
287,León Legat,1829-,3,leon-legat,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q41278624,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Le%C3%B3n%20Legat%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Le%C3%B3n%20Legat&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Le%C3%B3n%20Legat,Q41278624
288,Lino Dinetto,1927-,3,lino-dinetto,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/LINO_DINETTO_PORTRAIT.jpg,https://commons.wikimedia.org/wiki/File:LINO_DINETTO_PORTRAIT.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q1826945,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Lino%20Dinetto%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Lino%20Dinetto&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Lino%20Dinetto,Q1826945
289,Luis Alberto Barriola,1909-,3,luis-alberto-barriola,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42384011,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Luis%20Alberto%20Barriola%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Luis%20Alberto%20Barriola&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Luis%20Alberto%20Barriola,Q42384011
290,Luis Arbondo,1939-2006,3,luis-arbondo,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42405646,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Luis%20Arbondo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Luis%20Arbondo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Luis%20Arbondo,Q42405646
291,Luis Garrido Álvarez,1925-,3,luis-garrido-alvarez,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q30917160,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Luis%20Garrido%20%C3%81lvarez%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Luis%20Garrido%20%C3%81lvarez&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Luis%20Garrido%20%C3%81lvarez,Q30917160
292,Luis Graner,1863-1929,3,luis-graner,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Ramon_Casas_-_MNAC-_Llu%C3%ADs_Graner-_027289-D_006444.jpg,https://commons.wikimedia.org/wiki/File:Ramon_Casas_-_MNAC-_Llu%C3%ADs_Graner-_027289-D_006444.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q11621650,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Luis%20Graner%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Luis%20Graner&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Luis%20Graner,Q11621650
293,Luis Pedro Cantú,1883-1943,3,luis-pedro-cantu,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42382207,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Luis%20Pedro%20Cant%C3%BA%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Luis%20Pedro%20Cant%C3%BA&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Luis%20Pedro%20Cant%C3%BA,Q42382207
294,Luis S. Scolpini,1896-1989,3,luis-s-scolpini,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42382955,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Luis%20S.%20Scolpini%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Luis%20S.%20Scolpini&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Luis%20S.%20Scolpini,Q42382955
295,M. Ferrari,,3,m-ferrari,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q56804694,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=M.%20Ferrari%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=M.%20Ferrari&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=M.%20Ferrari,Q56804694
296,Marc Chagall,1887-1985,3,marc-chagall,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Shagal_Choumoff.jpg,https://commons.wikimedia.org/wiki/File:Shagal_Choumoff.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q93284,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Marc%20Chagall%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Marc%20Chagall&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Marc%20Chagall,Q93284
297,María Clara Rossi,1944-,3,maria-clara-rossi,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Mar%C3%ADa_Clara_Rossi_y_Fernando_L%C3%B3pez_Lage.jpg,https://commons.wikimedia.org/wiki/File:Mar%C3%ADa_Clara_Rossi_y_Fernando_L%C3%B3pez_Lage.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q42402140,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Mar%C3%ADa%20Clara%20Rossi%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Mar%C3%ADa%20Clara%20Rossi&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Mar%C3%ADa%20Clara%20Rossi,Q42402140
298,Miguel Ángel Echauri,1927-,3,miguel-angel-echauri,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Miguel_Angel_Echauri_Culebras.jpg,https://commons.wikimedia.org/wiki/File:Miguel_Angel_Echauri_Culebras.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q42386811,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Miguel%20%C3%81ngel%20Echauri%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Miguel%20%C3%81ngel%20Echauri&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Miguel%20%C3%81ngel%20Echauri,Q42386811
299,Miguel Ángel Pareja,1908-1984,3,miguel-angel-pareja,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q30335823,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Miguel%20%C3%81ngel%20Pareja%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Miguel%20%C3%81ngel%20Pareja&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Miguel%20%C3%81ngel%20Pareja,Q30335823
300,Miguel José De Vita,1923-2004,3,miguel-jose-de-vita,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Miguel%20Jos%C3%A9%20De%20Vita%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Miguel%20Jos%C3%A9%20De%20Vita&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Miguel%20Jos%C3%A9%20De%20Vita,
301,Miguel Tufano,1912-,3,miguel-tufano,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42384213,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Miguel%20Tufano%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Miguel%20Tufano&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Miguel%20Tufano,Q42384213
302,Orosmán Américo Alonso,1927-1968,3,orosman-americo-alonso,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Orosm%C3%A1n%20Am%C3%A9rico%20Alonso%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Orosm%C3%A1n%20Am%C3%A9rico%20Alonso&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Orosm%C3%A1n%20Am%C3%A9rico%20Alonso,
303,Oscar Jorge Caraballo,1941-2014,3,oscar-jorge-caraballo,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42388742,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Oscar%20Jorge%20Caraballo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Oscar%20Jorge%20Caraballo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Oscar%20Jorge%20Caraballo,Q42388742
304,Pablo Damiani,1961-,3,pablo-damiani,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42392391,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Pablo%20Damiani%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Pablo%20Damiani&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Pablo%20Damiani,Q42392391
305,Pablo Uribe,1962-,3,pablo-uribe,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q54647052,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Pablo%20Uribe%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Pablo%20Uribe&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Pablo%20Uribe,Q54647052
306,Pascasio Odiozábal,1870-,3,pascasio-odiozabal,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42381664,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Pascasio%20Odioz%C3%A1bal%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Pascasio%20Odioz%C3%A1bal&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Pascasio%20Odioz%C3%A1bal,Q42381664
307,Pedro Alonso,1921-,3,pedro-alonso,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q30315189,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Pedro%20Alonso%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Pedro%20Alonso&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Pedro%20Alonso,Q30315189
308,Pedro Peralta,1961-,3,pedro-peralta,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q35983576,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Pedro%20Peralta%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Pedro%20Peralta&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Pedro%20Peralta,Q35983576
309,Pierre Bonnard,1867-1947,3,pierre-bonnard,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait-1889.jpg,https://commons.wikimedia.org/wiki/File:Self-portrait-1889.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q26408,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Pierre%20Bonnard%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Pierre%20Bonnard&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Pierre%20Bonnard,Q26408
310,Ricardo Pascale,1942-2024,3,ricardo-pascale,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Ricardo_Pascale_Cavalieri_fotofrent.jpg,https://commons.wikimedia.org/wiki/File:Ricardo_Pascale_Cavalieri_fotofrent.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q6108403,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Ricardo%20Pascale%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Ricardo%20Pascale&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Ricardo%20Pascale,Q6108403
311,Robert Motherwell,1915-1991,3,robert-motherwell,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q165275,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Robert%20Motherwell%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Robert%20Motherwell&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Robert%20Motherwell,Q165275
312,Roberto González del Blanco,1887-1959,3,roberto-gonzalez-del-blanco,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q48325246,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Roberto%20Gonz%C3%A1lez%20del%20Blanco%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Roberto%20Gonz%C3%A1lez%20del%20Blanco&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Roberto%20Gonz%C3%A1lez%20del%20Blanco,Q48325246
313,Roberto Matta,1911-2002,3,roberto-matta,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Matta_revista_cleaned.jpg,https://commons.wikimedia.org/wiki/File:Matta_revista_cleaned.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q450236,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Roberto%20Matta%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Roberto%20Matta&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Roberto%20Matta,Q450236
314,Ruben D. Galloza,1926-2002,3,ruben-d-galloza,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Ruben%20D.%20Galloza%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Ruben%20D.%20Galloza&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Ruben%20D.%20Galloza,
315,Rufino Tamayo,1899-1991,3,rufino-tamayo,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Rufino_Tamayo.jpg,https://commons.wikimedia.org/wiki/File:Rufino_Tamayo.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q690790,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Rufino%20Tamayo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Rufino%20Tamayo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Rufino%20Tamayo,Q690790
316,Santiago Rusiñol,1861-1931,3,santiago-rusinol,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Santiago_Rusi%C3%B1ol%2C_de_Kaulak.jpg,https://commons.wikimedia.org/wiki/File:Santiago_Rusi%C3%B1ol%2C_de_Kaulak.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q366930,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Santiago%20Rusi%C3%B1ol%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Santiago%20Rusi%C3%B1ol&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Santiago%20Rusi%C3%B1ol,Q366930
317,Santiago Tavella,1961-,3,santiago-tavella,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/STavella.jpg,https://commons.wikimedia.org/wiki/File:STavella.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q6121163,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Santiago%20Tavella%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Santiago%20Tavella&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Santiago%20Tavella,Q6121163
318,Serapio Pérez de León,1926-,3,serapio-perez-de-leon,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42386240,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Serapio%20P%C3%A9rez%20de%20Le%C3%B3n%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Serapio%20P%C3%A9rez%20de%20Le%C3%B3n&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Serapio%20P%C3%A9rez%20de%20Le%C3%B3n,Q42386240
